Unnamed: 0,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part,complexity,stage
10546,5,30,rectangle_java2.jpg,rectangle_java2.jpg,662716344,60,798.956,566.192,778,552,58,16,height,6,class->block->function->name,55,10,3,A,stage2
10547,5,30,rectangle_java2.jpg,rectangle_java2.jpg,662900242,124,727.8816128999999,543.9248387,672,552,58,16,public,6,class->block->function->type->specifier,55,10,1,A,stage2
10548,5,30,rectangle_java2.jpg,rectangle_java2.jpg,663124218,60,706.0226667000001,557.2153333,672,552,58,16,public,6,class->block->function->type->specifier,55,10,1,A,stage2
10549,5,30,rectangle_java2.jpg,rectangle_java2.jpg,663236190,68,1016.049412,585.4652941,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,55,11,8,A,stage2
10550,5,30,rectangle_java2.jpg,rectangle_java2.jpg,663760235,80,1096.5410000000002,564.1355,1068,552,65,16,-,1,class->block->function->block->block_content->return->expr->operator,55,10,9,A,stage2
10551,5,30,rectangle_java2.jpg,rectangle_java2.jpg,663876251,68,933.3094118,577.1352941,913,588,58,20,return,6,class->block->function->block->block_content->return,55,11,7,A,stage2
10552,5,30,rectangle_java2.jpg,rectangle_java2.jpg,664092277,104,930.1646154,575.6296154,913,588,58,20,return,6,class->block->function->block->block_content->return,55,11,7,A,stage2
10553,5,30,rectangle_java2.jpg,rectangle_java2.jpg,664415934,128,1006.561563,551.0084375,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,55,10,8,A,stage2
10554,5,30,rectangle_java2.jpg,rectangle_java2.jpg,664588011,132,1001.998788,554.3463636,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,55,10,8,A,stage2
10555,5,30,rectangle_java2.jpg,rectangle_java2.jpg,664664069,72,998.6855556,545.5238889,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,55,10,8,A,stage2
10556,5,30,rectangle_java2.jpg,rectangle_java2.jpg,664748087,80,1000.0195,556.492,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,55,10,8,A,stage2
10557,5,30,rectangle_java2.jpg,rectangle_java2.jpg,664832106,80,1002.3935,552.641,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,55,10,8,A,stage2
10558,5,30,rectangle_java2.jpg,rectangle_java2.jpg,665440074,80,762.3789999999999,528.398,740,515,28,15,int,3,class->block->function->type->name,55,9,2,A,stage2
10559,5,30,rectangle_java2.jpg,rectangle_java2.jpg,665536081,92,761.6765217,550.6073913,741,552,27,16,int,3,class->block->function->type->name,55,10,2,A,stage2
10560,5,30,rectangle_java2.jpg,rectangle_java2.jpg,665748115,68,781.7411764999999,540.17,778,552,58,16,height,6,class->block->function->name,55,10,3,A,stage2
10561,5,30,rectangle_java2.jpg,rectangle_java2.jpg,666099856,72,804.94,575.7683333,807,588,39,20,area,4,class->block->function->name,55,11,3,A,stage2
10562,5,30,rectangle_java2.jpg,rectangle_java2.jpg,666416014,72,748.4766667,563.7033332999999,741,552,27,16,int,3,class->block->function->type->name,55,10,2,A,stage2
10563,5,30,rectangle_java2.jpg,rectangle_java2.jpg,666767974,100,958.8936,542.0012,904,552,57,16,return,6,class->block->function->block->block_content->return,55,10,7,A,stage2
10564,5,30,rectangle_java2.jpg,rectangle_java2.jpg,667051971,72,1015.526667,545.4383333,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,55,10,8,A,stage2
10565,5,30,rectangle_java2.jpg,rectangle_java2.jpg,667311971,164,1017.51122,544.7078048999999,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,55,10,8,A,stage2
10566,5,30,rectangle_java2.jpg,rectangle_java2.jpg,667791847,200,1106.1694,566.6302,1068,552,65,16,-,1,class->block->function->block->block_content->return->expr->operator,55,10,9,A,stage2
10567,5,30,rectangle_java2.jpg,rectangle_java2.jpg,668027812,140,958.0714286,589.2225714,913,588,58,20,return,6,class->block->function->block->block_content->return,55,11,7,A,stage2
10568,5,30,rectangle_java2.jpg,rectangle_java2.jpg,668255806,92,824.7413042999999,594.3782609,807,588,39,20,area,4,class->block->function->name,55,11,3,A,stage2
10569,5,30,rectangle_java2.jpg,rectangle_java2.jpg,668455806,124,779.43,587.4532257999999,740,588,57,20,double,6,class->block->function->type->name,55,11,2,A,stage2
10570,5,30,rectangle_java2.jpg,rectangle_java2.jpg,668655801,68,957.3441176,584.7558824,913,588,58,20,return,6,class->block->function->block->block_content->return,55,11,7,A,stage2
10571,5,30,rectangle_java2.jpg,rectangle_java2.jpg,668824167,164,966.317561,586.2917073,913,588,58,20,return,6,class->block->function->block->block_content->return,55,11,7,A,stage2
10572,5,30,rectangle_java2.jpg,rectangle_java2.jpg,669007913,148,1015.25,585.0978378,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,55,11,8,A,stage2
10573,5,30,rectangle_java2.jpg,rectangle_java2.jpg,669147663,88,1016.254545,594.4677272999999,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,55,11,8,A,stage2
10574,5,30,rectangle_java2.jpg,rectangle_java2.jpg,669255635,88,1113.788636,590.4954544999999,1126,588,8,20,*,1,class->block->function->block->block_content->return->expr->operator,55,11,11,A,stage2
10575,5,30,rectangle_java2.jpg,rectangle_java2.jpg,669403690,144,1124.586944,586.2433333,1126,588,8,20,*,1,class->block->function->block->block_content->return->expr->operator,55,11,11,A,stage2
10576,5,30,rectangle_java2.jpg,rectangle_java2.jpg,669559716,108,821.7292593,630.3307407000001,808,624,39,16,void,4,class->block->function->type->name,55,12,3,A,stage2
10577,5,30,rectangle_java2.jpg,rectangle_java2.jpg,669911827,132,762.3569697,647.249697,732,658,87,17,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->type->name,55,13,1,A,stage2
10578,5,30,rectangle_java2.jpg,rectangle_java2.jpg,670059791,104,764.2711538,654.5057692,732,658,87,17,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->type->name,55,13,1,A,stage2
10579,5,30,rectangle_java2.jpg,rectangle_java2.jpg,670219775,80,1046.716,630.44,1028,624,37,16,args,4,class->block->function->parameter_list->parameter->decl->name,55,12,9,A,stage2
10580,5,30,rectangle_java2.jpg,rectangle_java2.jpg,670411710,88,1051.735909,634.925,1028,624,37,16,args,4,class->block->function->parameter_list->parameter->decl->name,55,12,9,A,stage2
10581,5,30,rectangle_java2.jpg,rectangle_java2.jpg,671023620,164,898.5273171,690.3858537000001,733,697,173,15,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,55,14,1,A,stage2
10582,5,30,rectangle_java2.jpg,rectangle_java2.jpg,671375622,176,817.1577272999999,696.7161364,733,697,173,15,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,55,14,1,A,stage2
10583,5,30,rectangle_java2.jpg,rectangle_java2.jpg,671635558,216,795.4405556,718.5966667,732,730,87,19,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->type->name,55,15,1,A,stage2
10584,5,30,rectangle_java2.jpg,rectangle_java2.jpg,671979582,80,971.732,709.3965,935,697,95,15,rect1.area,10,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->name->name->operator->name,55,14,3,A,stage2
10585,5,30,rectangle_java2.jpg,rectangle_java2.jpg,673007452,60,932.1953333,740.9746667000001,905,730,30,19,new,3,class->block->function->block->block_content->decl_stmt->decl->init->expr->operator,55,15,4,A,stage2
10586,5,30,rectangle_java2.jpg,rectangle_java2.jpg,673007452,60,932.1953333,740.9746667000001,944,730,86,19,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->name,55,15,5,A,stage2
10587,5,30,rectangle_java2.jpg,rectangle_java2.jpg,673139417,128,932.2340625,760.2903125,935,769,95,15,rect2.area,10,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->name->name->operator->name,55,16,3,A,stage2
10588,5,30,rectangle_java2.jpg,rectangle_java2.jpg,673539440,208,1002.431923,742.8703846,944,730,86,19,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->name,55,15,5,A,stage2
10589,5,30,rectangle_java2.jpg,rectangle_java2.jpg,674023310,132,840.4142424,745.9081818,829,730,47,19,rect2,5,class->block->function->block->block_content->decl_stmt->decl->name,55,15,2,A,stage2
10590,5,30,rectangle_java2.jpg,rectangle_java2.jpg,674191318,76,846.3084211000001,747.5942105,829,730,47,19,rect2,5,class->block->function->block->block_content->decl_stmt->decl->name,55,15,2,A,stage2
10591,5,30,rectangle_java2.jpg,rectangle_java2.jpg,675263265,88,1000.333636,766.68,935,769,95,15,rect2.area,10,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->name->name->operator->name,55,16,3,A,stage2
10592,5,30,rectangle_java2.jpg,rectangle_java2.jpg,675355108,88,984.5690909,780.9736364,935,769,95,15,rect2.area,10,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->name->name->operator->name,55,16,3,A,stage2
10593,5,30,rectangle_java2.jpg,rectangle_java2.jpg,675415005,56,978.0214286,759.5721428999999,935,769,95,15,rect2.area,10,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->name->name->operator->name,55,16,3,A,stage2
